id,title,release_date,origin_country,original_language,runtime,vote_average,vote_count,popularity,genre_ids,production_company_ids
50864,Åens Havørred - Spin,2009-12-01,['DK'],da,0,7.0,1,0.0,[99],[]
33296,When Heaven Falls,2009-12-01,['DK'],da,100,5.7,3,0.9941,[18],[76]
1276367,Operaen ifølge Larsen,2009-12-02,['DK'],da,0,0.0,0,0.1178,[99],[119]
55582,Tivoli Varieté - Nu Stopper Det,2009-12-04,['DK'],da,0,0.0,0,0.0,[],[]
74932,Gintberg - Fremtid.Nu,2009-12-17,['DK'],da,0,0.0,0,0.0,[],[]
43032,Superbror,2009-12-17,['DK'],da,90,6.2,9,1.2692,"[10751, 18, 12]",[235]
565914,Mordet på Makrellen,2009-12-20,['DK'],da,48,0.0,0,0.0788,[99],[119]
494247,Comedy Aid 2009,2009-12-23,['DK'],da,0,0.0,0,0.5091,[],[]
41454,Oldboys,2009-12-25,['DK'],da,100,6.2,25,0.3859,"[35, 18]",[235]
716312,Madding,2009-12-29,['DK'],da,14,0.0,0,0.4259,[],[69723]
1461889,Andre mennesker,2010-01-01,['DK'],da,0,0.0,0,4.0648,[],[]
714705,Karate Nights,2010-01-01,['DK'],da,0,0.0,0,0.263,[],"[235, 17718]"
710589,Nemesis,2010-01-01,['DK'],da,30,3.3,3,1.2246,[18],[]
654968,Zombie Survival,2010-01-01,['DK'],da,15,0.0,0,0.0932,"[35, 18]",[]
71079,Med lukkede øjne,2010-01-01,['DK'],da,85,4.8,2,2.3663,"[18, 53]","[126535, 48986]"
33616,Jan Gintberg: Fremtid.nu,2010-01-01,['DK'],da,120,6.5,2,0.0621,[35],[]
1275501,Blekingegade - sagen genoptaget,2010-01-04,['DK'],da,0,0.0,0,0.0,[99],[758]
115120,Anna og Lotte - Gør Hvad De Vil,2010-01-13,['DK'],da,0,0.0,0,0.0071,[],[]
1185598,Jernhårde Ladies,2010-01-20,['DK'],da,0,0.0,0,0.0,[],[]
41530,The Woman Who Dreamed of a Man,2010-01-21,['DK'],da,100,5.1,23,0.3911,"[10749, 18]","[850, 76, 118]"
453863,"Amin Jensen - Fyrre, fit & fattig",2010-01-22,['DK'],da,0,10.0,1,0.7065,"[35, 10402]",[]
265645,Thomas Uhrskov - Bøj Hjernen,2010-01-25,['DK'],da,0,0.0,0,0.0357,[],[]
42757,Everything Will Be Fine,2010-01-28,['DK'],da,90,6.3,17,1.3292,"[53, 18]","[9111, 40938]"
350044,Bathing Micky,2010-01-30,['DK'],da,14,4.2,4,0.0143,[99],[]
49657,Mick Øgendahl's Propaganda,2010-02-03,['DK'],da,85,7.1,7,1.2039,[35],"[11017, 3229, 7048]"
937370,House of Glass,2010-02-04,['DK'],da,20,0.0,0,0.0214,"[18, 53]",[]
38851,Father of Four: In Japanese Mode,2010-02-04,['DK'],da,86,3.2,8,1.8902,"[35, 10751]",[3676]
201532,Megaheavy,2010-02-15,['DK'],da,19,0.0,0,0.8917,[],[]
312969,Whistleless,2010-02-16,['DK'],da,5,8.8,2,0.0875,[16],[15248]
25540,Therapy,2010-02-24,['DK'],da,99,5.0,17,0.9074,[35],"[3389, 235]"
1470214,Drengen de sagde hængte sig,2010-03-01,['DK'],da,0,10.0,1,0.0,[99],[119]
1276371,Søren Gade - De sidste 48 timer,2010-03-01,['DK'],da,0,0.0,0,0.1199,[99],[7048]
303558,Kelione per Lietuva,2010-03-04,['DK'],da,0,0.0,0,0.0835,[99],[]
77755,Det' jo løgn,2010-03-22,['DK'],da,0,5.0,2,0.0214,[35],[]
224323,Friday's Child,2010-03-24,['DK'],da,11,1.0,1,0.0723,[18],"[18248, 155]"
48725,Karla & Jonas,2010-03-25,['DK'],da,83,5.5,13,0.3511,"[10751, 35, 10749]",[235]
46789,Submarino,2010-03-25,['DK'],da,115,7.137,161,2.9957,[18],"[155, 758, 5403, 104, 2999, 11676, 221642, 134156, 11677]"
36752,Jonatan Spang: Spark i Løgsuppen,2010-03-30,['DK'],da,0,6.0,2,0.628,[35],[143164]
35273,Jonatan Spang: Super Meget Spang,2010-03-30,['DK'],da,240,6.0,3,0.1343,[35],[]
582847,Eastern Army,2010-04-09,['DK'],da,0,0.0,0,0.0071,[878],[]
421789,The Last Warrior,2010-04-09,['DK'],da,0,1.5,2,0.327,"[28, 878]",[239795]
1408922,Sommer i Tyrol,2010-04-22,['DK'],da,0,0.0,0,0.2734,[18],"[171115, 189163, 118]"
724600,Udflugt,2010-04-22,['DK'],da,0,2.0,1,0.5775,[],[7048]
49207,R,2010-04-22,['DK'],da,99,6.873,228,1.2932,"[80, 18]",[235]
35675,Linda P: Rommen er en tøjte,2010-04-22,['DK'],da,90,5.9,5,1.2538,[35],"[12285, 7048]"
1460454,Mig og Makrellen,2010-04-24,['DK'],da,0,10.0,1,0.0071,[99],[]
337662,Cirkeline - Fandango,2010-04-27,['DK'],da,88,0.0,0,0.07,"[10751, 16]",[]
706238,No Exit,2010-04-28,['DK'],da,12,10.0,1,0.0794,[80],[]
1277228,Don ø sidste tur i parken,2010-04-29,['DK'],da,0,0.0,0,0.0,[99],[]
977070,I mørket er lyset,2010-05-04,['DK'],da,7,7.0,1,0.5275,[18],[]
37828,Armadillo,2010-05-27,"['DK', 'SE']",da,105,7.049,123,1.4085,"[99, 10752]",[7048]
252530,Kim Larsen Og Kjukken - Live Fra Koncerthuset,2010-05-28,['DK'],da,0,0.0,0,0.0071,[],[]
223743,Venus,2010-06-01,['DK'],da,9,4.3,6,0.9459,"[16, 35]",[]
51962,My Good Enemy,2010-06-03,['DK'],da,88,5.7,7,0.4855,"[10751, 18]","[13209, 48986]"
51923,Freedom on Parole,2010-06-10,['DK'],da,104,4.5,6,1.5131,[35],[49119]
262889,Heavy Heads,2010-06-11,['DK'],da,8,5.0,1,0.1351,[16],[97281]
1155676,Sini,2010-06-17,['DK'],da,0,0.0,0,0.0281,[],[]
1386422,Min fætter er pirat,2010-07-12,"['DK', 'SO']",da,0,10.0,1,0.0143,[99],[136101]
92105,Den anden side,2010-07-20,['DK'],da,0,0.0,0,0.0,[],[]
56644,Bob Bob Trouble Boy,2010-08-01,['DK'],da,84,3.8,3,0.5556,[10751],[3675]
52510,Michael Schøt: Mere Upolitisk Korrekt,2010-08-08,['DK'],da,106,4.8,2,1.1526,[35],[7048]
69736,A Zombie Exorcism,2010-08-21,['DK'],da,50,4.5,10,0.2439,"[28, 18, 27]",[]
49403,"City Singler Sko, Håb & Kærlighed",2010-08-23,['DK'],da,0,4.0,1,0.456,"[10402, 35]",[]
710194,1001 hemmeligheder for børn - og ikke for voksne,2010-08-25,['DK'],da,0,0.0,0,0.8242,[],"[71356, 118, 758, 26398]"
44716,In a Better World,2010-08-26,['DK'],da,118,7.137,427,2.0332,[18],[76]
46805,Mikael Wulff - Explains Everything,2010-09-01,['DK'],da,126,0.0,0,0.0286,[],[]
59190,Hold Me Tight,2010-09-02,['DK'],da,75,5.7,13,0.1527,[18],[155]
828212,Søde lille du,2010-09-03,['DK'],da,0,4.0,2,0.0,[],[]
257588,Safari: Silent Predators,2010-09-07,['DK'],da,0,0.0,0,0.082,[],[]
257585,Safari: Lynx,2010-09-07,"['DK', 'CA']",da,0,0.0,0,0.0214,[99],[]
71107,The Experiment,2010-09-09,['DK'],da,96,4.2,11,0.3531,"[18, 53]",[155]
534203,Wimp,2010-09-13,['DK'],da,15,0.0,0,0.0799,"[18, 10751]",[]
84978,Monrad & Rislund i Køge,2010-09-20,['DK'],da,0,9.5,2,0.2712,[35],[]
56036,Nothing's All Bad,2010-09-23,['DK'],da,90,6.5,13,0.7755,"[18, 35]",[76]
46178,Bytte Bytte Købmand,2010-09-27,['DK'],da,300,8.0,9,0.4119,[35],"[7048, 12285]"
68254,Lost in Africa,2010-10-07,['DK'],da,92,3.2,4,1.3558,"[28, 18, 53, 10751]","[10175, 6181]"
61624,Truth About Men,2010-10-07,['DK'],da,91,6.2,22,0.8999,"[35, 18]","[76, 2801]"
90417,Tigers and Tattoos,2010-10-14,['DK'],da,42,0.0,0,0.1215,"[16, 12]",[8761]
691277,Mumitroldene 7 - Mumidalen bliver en jungle,2010-10-15,['DK'],da,0,0.0,0,0.0,[],[]
61881,Olsen Gang Gets Polished,2010-10-15,['DK'],da,75,4.6,20,0.544,"[80, 16, 35]","[235, 3922]"
475271,DM i stand-up 2010,2010-10-16,['DK'],da,0,0.0,0,0.1925,[35],[142592]
582854,I Barbari Del Cph,2010-10-19,['DK'],da,0,0.0,0,0.0357,[878],[]
582851,Max Fury,2010-10-19,['DK'],da,0,0.0,0,0.0071,[878],[]
55583,Ulf Pilgaard - Komik og satire fra fem årtier,2010-10-19,['DK'],da,0,0.0,0,0.0071,[],[]
48223,Frank Hvam Live 09,2010-10-25,['DK'],da,75,7.0,6,1.4667,[35],[]
329557,Oceaniden,2010-10-27,['DK'],da,0,0.0,0,2.4669,"[12, 27]","[48069, 134541]"
708508,Tonny,2010-10-30,['DK'],da,0,2.0,1,0.1073,[],[]
198085,Vilddyr,2010-11-02,['DK'],da,30,10.0,1,1.2838,"[18, 27, 9648, 14]",[14878]
629419,To All My Friends,2010-11-03,['DK'],da,29,4.0,2,1.3917,[],[]
398715,Lost Inside a Dream: The Story of Dizzy Mizz Lizzy,2010-11-04,['DK'],da,0,0.0,0,0.0568,[99],[4044]
81630,The Good Life,2010-11-06,['DK'],da,83,6.6,4,0.0633,"[18, 99]",[]
139975,Dizzy Mizz Lizzy: The Reunion Tour - Live in Concert 2010,2010-11-08,['DK'],da,97,0.0,0,0.0542,[10402],[12568]
1208137,Homeless,2010-11-09,['DK'],da,55,0.0,0,0.0071,[99],[]
597654,Dalton var her - Live på Tobakken,2010-11-10,['DK'],da,0,0.0,0,0.0143,[10402],[117569]
100287,My Avatar and Me,2010-11-10,['DK'],da,0,5.3,23,0.211,"[99, 878]",[118]
81564,Dalton var her,2010-11-10,['DK'],da,0,0.0,0,0.1746,[99],[117569]
232564,Tommy,2010-11-17,['DK'],da,0,8.3,3,0.76,"[99, 10402]",[18006]
415362,Carpark North: Beta Session,2010-11-26,['DK'],da,0,0.0,0,0.0,[10402],[]
1222843,To the End of the World,2010-12-01,['DK'],da,45,0.0,0,0.0071,[99],[]
718259,Silas & Selma,2010-12-03,['DK'],da,0,0.0,0,2.1612,[],[17718]
223275,13,2010-12-03,['DK'],da,11,8.5,2,1.7355,[18],[]
68255,My Sister's Kids in Jutland,2010-12-16,['DK'],da,76,6.0,2,0.226,"[12, 35, 10751]",[2105]
48748,Klown,2010-12-16,['DK'],da,93,6.5,128,0.4191,[35],"[76, 233213]"
70211,Comedy Aid 2010,2010-12-29,['DK'],da,140,0.0,0,0.122,[35],[3229]
52249,The Red Chapel,2010-12-29,['DK'],da,88,7.207,29,0.5904,"[35, 99]",[76]
152136,Jacob Wilson - Live Comedy Zoo,2010-12-31,['DK'],da,0,6.0,1,0.1098,[],[]
1518136,»Min franske forbindelse«,2011-01-01,['DK'],da,0,0.0,0,0.0311,[99],[268917]
1461898,Fjorten År og To Nætter,2011-01-01,['DK'],da,0,0.0,0,0.1163,[],[]
1320548,Make Them Suffer,2011-01-01,['DK'],da,42,0.0,0,0.0,[27],[]
1195514,Rune Klan - Det Smukke Show,2011-01-01,['DK'],da,0,0.0,0,1.225,[35],[]
711213,"You Lead, I Follow",2011-01-01,['DK'],da,16,1.0,1,0.314,[18],[233654]
456055,Brainy,2011-01-01,['DK'],da,25,6.0,5,1.2939,[18],[76]
1276973,Jason Watt - smerten bag smilet,2011-01-12,['DK'],da,0,0.0,0,0.0143,[99],[758]
65771,Boy,2011-01-27,['DK'],da,97,5.7,15,1.162,"[10749, 18]",[49723]
664829,The Youth Experiment,2011-01-29,['DK'],da,28,0.0,0,0.2884,[99],[127936]
56522,An Island,2011-02-01,['DK'],da,49,5.2,2,1.4472,"[99, 18, 10402]",[]
79557,Freddy Frogface,2011-02-05,['DK'],da,78,6.6,51,1.0404,"[35, 16, 10751]","[9327, 6181]"
72054,All for One,2011-02-10,['DK'],da,82,5.919,31,1.4283,[35],"[7048, 758]"
67762,The Great Bear,2011-02-10,['DK'],da,75,6.3,46,1.6598,"[12, 16, 10751, 14]","[8761, 6705]"
88881,Livet i nødsporet,2011-02-11,['DK'],da,0,0.0,0,0.4182,[35],[96579]
509076,How Are You,2011-02-15,['DK'],da,58,4.5,1,0.0468,[99],[]
1276977,Tragedien i Præstø,2011-02-17,['DK'],da,0,0.0,0,0.0,[99],[758]
96458,The Saga of Biorn,2011-02-18,['DK'],da,7,7.0,19,1.1433,"[16, 35]",[94338]
58483,A Family,2011-02-24,['DK'],da,102,6.0,14,0.5151,[18],[76]
1276979,Forsker eller fusker - Sagen med Milena Penkowa,2011-03-03,['DK'],da,0,0.0,0,0.0071,[99],[758]
724613,Vogn 347,2011-03-04,['DK'],da,0,0.0,0,1.0221,[],"[76, 17718]"
716522,Piv,2011-03-06,['DK'],da,0,0.0,0,1.0342,[],"[131279, 17718]"
168131,The Headless Lover,2011-03-07,['DK'],da,27,0.0,0,0.3203,"[35, 27]",[]
85422,More Jacks,2011-03-15,['DK'],da,0,0.0,0,0.0071,[],[]
550521,The Samurai case,2011-03-16,['DK'],da,59,6.0,1,0.0311,[99],[]
74674,Superclasico,2011-03-17,['DK'],da,99,6.2,37,1.1936,"[35, 10749]",[155]
366790,Those Who Kill  1 - Corpse in the woods,2011-03-22,['DK'],da,87,0.0,0,0.2517,[80],[5123]
61027,Brian Mørk: Mørk,2011-03-22,['DK'],da,83,0.0,0,0.0168,[35],[3229]
81568,Katie Melua - With the Stuttgart Philharmonic Orchestra,2011-03-28,['DK'],da,88,0.0,0,0.0143,[10402],[]
1277389,Anni Fønsby - Hele historien,2011-03-29,['DK'],da,0,0.0,0,0.0,[99],[]
687288,Road to Paradise,2011-03-30,['DK'],da,30,0.0,0,0.1242,"[18, 99]","[131279, 235]"
630433,Those Who Kill 2 - Utopia,2011-04-05,['DK'],da,0,0.0,0,0.0306,[80],[5123]
77501,Max Embarrasing 2,2011-04-07,['DK'],da,93,5.5,2,0.21,"[35, 10751]",[49125]
366794,Those Who Kill 3 - Bad blood,2011-04-19,['DK'],da,87,0.0,0,0.1187,[],[]
1276983,Det sidste stik,2011-04-20,['DK'],da,0,0.0,0,0.0879,[99],[119]
1277198,Bag facaden stoffer på nettet,2011-04-25,['DK'],da,0,0.0,0,0.0,[99],[]
716299,Ord,2011-04-27,['DK'],da,0,0.0,0,0.8899,"[80, 18, 53]","[94333, 235, 96157]"
938775,The Prayer,2011-04-28,['DK'],da,34,1.0,1,0.0658,[],[]
77471,Rebounce,2011-04-28,['DK'],da,93,4.6,11,0.8367,[18],[76]
245858,The Fir Tree,2011-04-30,['DK'],da,27,6.5,4,0.6927,"[10751, 14, 35, 18]",[107390]
630870,Those Who Kill 4 - An eye for an eye,2011-05-03,['DK'],da,0,0.0,0,0.0909,[80],[5123]
478439,Karen Blixen – Behind Her Mask,2011-05-05,['DK'],da,54,0.0,0,0.0398,[99],[95532]
710831,De genfødte,2011-05-06,['DK'],da,0,7.0,1,0.0193,[],[134541]
67516,Omar Marzouk: Omskåret,2011-05-09,['DK'],da,0,0.0,0,0.7451,[35],[3229]
1277271,Jan Fog - Hele historien,2011-05-11,['DK'],da,0,0.0,0,0.07,[99],[]
79835,Rosa Morena,2011-05-12,"['DK', 'BR']",da,90,5.4,9,1.5037,[18],"[2761, 156948]"
103972,Out of Bounds,2011-05-13,['DK'],da,73,5.9,14,1.6479,[18],[235]
630865,Those Who Kill 5 - Solitaire of death,2011-05-17,['DK'],da,0,0.0,0,0.3226,[80],[5123]
1277385,Flemming Østergaard - Hele historien,2011-05-18,['DK'],da,0,0.0,0,0.0,[99],[]
1276974,Unge på druk,2011-05-19,['DK'],da,0,0.0,0,0.0071,[99],[119]
1277274,Kasi-Jesper gadedrengen fra vestegnen,2011-05-31,['DK'],da,0,0.0,0,0.0,[99],[]
710513,Bedemanden,2011-06-01,['DK'],da,0,0.0,0,0.5475,[],"[8666, 17718]"
711216,"Du ved godt, at du drømmer",2011-06-03,['DK'],da,0,0.0,0,0.1684,[],[17718]
711049,Det sorte får,2011-06-03,['DK'],da,0,0.0,0,0.1812,[],"[76, 49722]"
660784,Junk Love,2011-06-10,['DK'],da,27,5.0,1,1.0506,[878],[]
599530,Nothing Can Touch Me,2011-06-10,['DK'],da,30,0.0,0,0.6516,[18],[]
586484,M for Markus,2011-06-14,['DK'],da,30,6.0,7,3.3999,"[80, 18, 53]",[68380]
503159,Notes from Underground,2011-06-14,['DK'],da,32,5.2,4,1.5192,"[80, 18]",[]
1467794,Millionæren der mistede alt,2011-06-20,['DK'],da,0,0.0,0,0.0,[],[]
1366328,Aside the Sea,2011-06-22,['DK'],da,0,0.0,0,0.3106,[99],[]
1366325,Underneath the Dark,2011-06-22,['DK'],da,0,0.0,0,0.0214,[99],[]
1366323,Without Words,2011-06-22,['DK'],da,0,0.0,0,0.0071,[99],[]
1366320,Wig Studio,2011-06-22,['DK'],da,0,0.0,0,0.0713,[99],[]
1366229,Remembering Kazury,2011-06-22,['DK'],da,0,0.0,0,0.0071,[99],[68380]
90682,Love Is in the Air,2011-06-23,['DK'],da,84,3.8,5,1.674,"[18, 10402]",[76]
110716,Cirkus Summarum 2011,2011-06-25,['DK'],da,0,8.5,1,0.0379,[],[9339]
1276972,Michael Rasmussen - Kyllingens vej tilbage,2011-06-30,['DK'],da,0,0.0,0,0.0311,[99],[758]
319474,Peter Pedal - Balladen med Robotaben og Andre Eventyr,2011-06-30,['DK'],da,0,0.0,0,0.0,[],[]
1296311,Inside: Fish Wars,2011-07-17,['DK'],da,0,0.0,0,0.0826,[99],[147942]
1390666,Venskabsbyen - Halloween-hurlumhej,2011-07-23,['DK'],da,0,10.0,1,0.0,[16],[758]
577761,Falstaff - Verdi,2011-07-26,['DK'],da,0,0.0,0,0.9265,[],[]
1052575,Returned,2011-08-09,['DK'],da,14,0.0,0,0.0071,[99],[29062]
80361,Jensen & Jensen,2011-08-11,['DK'],da,77,3.8,8,0.9879,[35],"[5123, 6181]"
670391,Meeting My Father Kasper Tophat,2011-08-20,['DK'],da,29,0.0,0,0.0143,[99],[]
73448,A Funny Man,2011-08-25,['DK'],da,116,7.226,31,1.0835,[18],[5563]
252410,Den gyldne kolibri,2011-08-29,['DK'],da,0,0.0,0,2.0949,"[16, 12, 10751]",[]
139970,Counting Crows: August & Everything after,2011-08-29,['DK'],da,0,9.0,2,0.4671,[10402],[]
84410,Bora Bora,2011-09-01,['DK'],da,76,6.5,4,0.6527,"[10402, 10751, 10749]",[155]
1274355,Rupture,2011-09-02,['DK'],da,7,0.0,0,2.3102,[18],[3044]
534714,Thor's Saga,2011-09-07,['DK'],da,90,0.0,0,0.0143,[99],[48646]
99650,Skyscraper,2011-09-15,['DK'],da,90,5.2,12,0.7949,"[35, 18]",[2761]
710990,Den lille død,2011-09-24,['DK'],da,0,2.0,1,0.0286,[],[134541]
202135,Morten og Peter - Det komplette gak gak,2011-09-24,['DK'],da,0,0.0,0,0.0,[99],[]
1488795,"Fra ""Harlekin"" til ""Krøniken"": 60 års TV-drama",2011-09-26,['DK'],da,0,0.0,0,0.2069,[99],[119]
79433,Ronal the Barbarian,2011-09-27,['DK'],da,89,6.166,304,2.0391,"[16, 12, 14]","[235, 93732, 758]"
285726,The Boy Who Couldn't Swim,2011-09-30,['DK'],da,33,5.9,21,0.8907,[18],[29342]
75729,Uffe Holm: Uforbederlig?,2011-10-03,['DK'],da,95,6.0,1,0.1915,[35],[150707]
75494,Thomas Hartmann: Science Faction,2011-10-04,['DK'],da,119,7.0,1,1.5314,[35],"[7048, 3229, 108729]"
87013,Father of Four: Back to Nature,2011-10-06,['DK'],da,80,4.0,7,1.3688,"[10751, 35]",[3676]
89877,The Reunion,2011-10-13,['DK'],da,105,5.3,35,0.1839,[35],[235]
95385,Beast,2011-10-15,['DK'],da,83,5.1,12,0.7632,"[18, 53]",[40938]
98444,Room 304,2011-10-20,['DK'],da,88,6.4,8,2.5403,[18],[40938]
246933,Ladyboy,2011-10-26,['DK'],da,31,5.2,5,0.5448,[18],[118]
209537,The Will,2011-11-03,['DK'],da,87,7.5,2,1.8621,[99],[8761]
78793,Simon Talbot: Damp,2011-11-08,['DK'],da,81,6.4,4,1.2339,[35],"[3229, 9372]"
147190,Something in the Air,2011-11-10,['DK'],da,114,5.2,5,1.1152,"[35, 10749]",[5016]
158371,TV-2 Live Fra Shepherds Bush Empire,2011-11-11,['DK'],da,0,0.0,0,0.3892,[],[]
950152,The World's Finest Chef,2011-11-12,['DK'],da,45,6.0,1,0.0071,[99],[29062]
331397,True North,2011-11-14,['DK'],da,0,0.0,0,0.0214,[10402],[]
80813,Martin Brygmann - De Fleste Ulykker Sker Med Lemmet,2011-11-14,['DK'],da,0,0.0,0,0.0534,[35],[]
1052572,The Kid and the Clown,2011-11-15,['DK'],da,53,0.0,0,0.0,[99],"[118, 758, 29062]"
78618,Rune Klan: Det Blå Show,2011-11-15,['DK'],da,169,7.0,3,1.4398,[35],[143164]
445403,Livet i nødsporet - The Movie,2011-11-22,['DK'],da,0,0.0,0,0.2782,[],[]
103308,Coldplay - Live in Oslo,2011-11-23,['DK'],da,0,0.0,0,0.0071,[],[]
86985,ID:A,2011-11-24,['DK'],da,104,6.0,58,0.8817,"[53, 27]","[76, 2801]"
85616,Svend,2011-11-25,['DK'],da,110,5.1,4,0.0639,[99],[3504]
176864,Finn'sk Fjernsyn - Den komplette samling,2011-11-28,['DK'],da,0,0.0,0,0.0143,[],[]
1222848,Pig Country,2011-12-01,['DK'],da,28,0.0,0,0.0168,[99],[]
80681,De Fleste Ulykker Sker Med Lemmet,2011-12-01,['DK'],da,0,0.0,0,0.2095,[],[]
713915,Gemmeleg,2011-12-02,['DK'],da,10,0.0,0,0.0913,[],[17718]
717949,"Røde Mellemvej, 2. th",2011-12-13,['DK'],da,19,7.0,3,0.5565,[],[117712]
654288,Allez,2011-12-14,['DK'],da,16,4.5,2,0.0261,[],[]
102876,The Last Journey,2011-12-15,['DK'],da,86,5.1,7,1.2622,"[28, 35]",[13208]
1387267,Zomedy,2011-12-27,['DK'],da,24,0.0,0,0.8393,"[27, 35]",[6181]
389216,Nauru: Paradise Ruined,2011-12-29,['DK'],da,44,0.0,0,0.1166,[99],[74653]
1384466,"TV-2 pop, succes og stjerner",2012-01-01,['DK'],da,0,0.0,0,0.0,[10402],[244160]
1374271,Flying Superkids: On Tour!,2012-01-01,['DK'],da,68,0.0,0,0.0143,[99],[188811]
1247001,Sunday,2012-01-01,['DK'],da,19,0.0,0,0.0757,"[18, 9648, 10749]",[143140]
724586,Turbo,2012-01-01,['DK'],da,31,4.7,3,1.8188,"[80, 18, 53]","[96157, 94333]"
709445,Korsveje,2012-01-01,['DK'],da,0,5.0,1,0.0387,[],[]
565175,Drengestreger,2012-01-01,['DK'],da,14,0.0,0,0.0143,"[18, 10751]",[]
255364,A Day or Two,2012-01-01,['DK'],da,15,6.0,2,0.0478,[18],[]
161781,Efterklang: The Ghost of Piramida,2012-01-01,['DK'],da,65,6.6,7,0.104,[99],[]
147711,Schøt Happens,2012-01-01,['DK'],da,0,0.0,0,0.1862,[],[]
104733,Excuse Me,2012-01-05,['DK'],da,87,5.6,9,0.6965,"[18, 35, 10749]",[2761]
84344,Teddy Bear,2012-01-22,['DK'],da,92,6.867,64,1.507,"[10749, 18, 35]",[6181]
96410,Carsten Bang: Plukker Kameler,2012-01-27,['DK'],da,85,6.0,2,0.1738,[35],"[3229, 7048, 108729]"
112293,Park Road - the Movie,2012-02-02,['DK'],da,88,3.8,7,0.8291,"[9648, 35, 18]",[235]
103844,My Sister's Kids Home Alone,2012-02-02,['DK'],da,79,6.1,17,1.2924,"[10751, 35]",[9369]
1276990,Danskerne på Costa Concordia,2012-02-06,['DK'],da,0,0.0,0,0.0071,[99],[758]
1276985,Et splitsekund!,2012-02-06,['DK'],da,0,0.0,0,0.0,[99],[119]
716206,Harmoni,2012-02-10,['DK'],da,0,4.0,2,0.3326,[],"[119748, 18248, 640]"
100408,Rytteriet - Live fra Bellevue,2012-02-28,['DK'],da,0,0.0,0,0.1952,[],[]
127846,A Hijacking,2012-02-29,['DK'],da,103,6.8,279,0.828,"[53, 18]","[119, 235]"
485649,Akvarium,2012-03-01,['DK'],da,8,10.0,1,0.5868,"[18, 35]",[]
103839,This Life,2012-03-01,['DK'],da,122,6.13,23,0.2831,"[18, 10752]",[3675]
742728,Kaj & Andrea: Syng bare med i vilden sky,2012-03-06,['DK'],da,0,0.0,0,1.0584,"[10751, 10402]","[235, 119]"
118946,Those Who Kill - Shadow of the Past,2012-03-15,['DK'],da,90,6.6,26,0.9345,"[80, 18, 53]","[5123, 5403, 6181]"
315999,Nexus,2012-03-23,['DK'],da,43,0.0,0,1.2645,"[9648, 18]",[]
138419,A Caretaker's Tale,2012-03-25,['DK'],da,88,4.8,21,1.6282,"[35, 18]",[76]
716062,Mors dag,2012-03-26,['DK'],da,0,0.0,0,0.5969,[],[134541]
88273,A Royal Affair,2012-03-29,['DK'],da,137,7.374,905,1.3228,"[18, 36, 10749]","[9111, 76, 119, 2999, 2801, 26398]"
706100,Mellem træerne,2012-03-30,['DK'],da,0,0.0,0,0.2383,[],[48069]
123980,Lasse Rimmer: Nævenyttig,2012-03-31,['DK'],da,94,0.0,0,0.0421,[35],"[150707, 108729]"
329219,Hearts and Minds,2012-04-04,['DK'],da,0,0.0,0,1.1101,"[35, 18, 10752]",[48069]
404935,Elias Ehlers: Fucking Glad,2012-04-07,['DK'],da,0,8.2,2,0.0071,[35],[96579]
394311,Caroline - den sidste rejse,2012-04-12,['DK'],da,87,10.0,2,0.508,[18],[51093]
132313,Ivan the Incredible,2012-04-16,['DK'],da,80,5.5,27,1.1745,"[16, 35, 10751]","[9327, 6181]"
521136,The Face,2012-04-18,['DK'],da,12,6.0,2,0.1082,"[27, 53]",[8997]
244557,Daimi,2012-04-25,['DK'],da,19,7.0,2,0.2439,"[18, 27]",[258303]
714268,Hotel Stalker,2012-04-27,['DK'],da,0,0.0,0,1.2191,[18],[76]
710509,Beate & viceværten,2012-04-28,['DK'],da,0,0.0,0,0.5203,[],[]
106328,Over the Edge,2012-05-03,['DK'],da,99,4.8,20,1.4275,"[53, 9648]",[7048]
716223,Translucent,2012-05-08,['DK'],da,26,0.0,0,0.0362,[],[]
716221,Rex Inferno,2012-05-08,['DK'],da,0,0.0,0,0.0168,[27],[]
716218,The Man Who Died,2012-05-08,['DK'],da,0,0.0,0,0.0969,[],[]
716214,Outpost,2012-05-08,['DK'],da,0,0.0,0,0.0789,[],[]
716211,Succubus,2012-05-08,['DK'],da,0,0.0,0,1.1899,[],[]
716050,Kissing the Bride,2012-05-08,['DK'],da,0,0.0,0,0.0338,[],[]
716042,Blodrus,2012-05-08,['DK'],da,10,0.0,0,0.0588,[],[]
715676,Den gyldne regel,2012-05-08,['DK'],da,0,0.0,0,0.1389,[],[]
711794,Emma,2012-05-08,['DK'],da,0,0.0,0,0.3948,[],[]
110698,Made In Denmark: The Movie,2012-05-14,['DK'],da,0,10.0,1,0.051,[18],[]
1067114,Angels Belong in Heaven,2012-06-01,['DK'],da,20,0.0,0,0.1532,[18],"[94333, 143164]"
1067108,Thy som tilstand,2012-06-01,['DK'],da,0,0.0,0,0.1023,[99],[94333]
1067105,A Touch of Magic,2012-06-01,['DK'],da,0,0.0,0,0.3292,[],[94333]
1067102,A Hipstory,2012-06-01,['DK'],da,0,0.0,0,0.0857,[],[94333]
137556,The Great Bird Race,2012-06-07,['DK'],da,90,7.5,2,0.6826,"[10751, 35]",[155]
710204,Alting,2012-06-12,['DK'],da,0,0.0,0,0.2497,[],"[76, 17718]"
